min_nee,max_nee,mean_nee,median_nee,std_nee,2.5pct_nee,97.5pct_nee,5pct_nee,95pct_nee,year,doy
-44.4495,24.6698,-5.43641346886447,-3.9941500000000003,10.938335296604055,-29.7243375,11.4605125,-25.2119,9.185324999999999,2003.0,1.0
-44.295,24.5511,-5.4233940009157555,-4.0169999999999995,10.916921072041431,-29.6844375,11.3917,-25.182025,9.1847,2003.0,2.0
-65.666,37.1395,-8.344206714285713,-5.9378,16.69633756024538,-45.8583125,17.053725,-39.305875,14.087125,2003.0,3.0
-77.513,44.167500000000004,-10.010092285164838,-7.059699999999999,19.998143941343386,-54.910625,20.1158,-47.36875,16.90895,2003.0,4.0
-53.72,29.983,-6.710523493223435,-4.801550000000001,13.492412044849303,-36.80625,13.8274875,-31.507125,11.41415,2003.0,5.0
-95.03099999999999,54.836999999999996,-12.637874777655677,-8.864149999999999,25.209125608158775,-68.861875,25.1792375,-59.130250000000004,21.6666,2003.0,6.0
-145.729,84.422,-19.814071891575065,-13.9428,39.441319348476455,-106.55825,39.47725,-91.054,33.48325,2003.0,7.0
-99.838,57.5713,-13.351823155128203,-9.3004,26.656357669355497,-72.5455,26.6019625,-62.13425,22.809425,2003.0,8.0
-35.53,19.2992,-4.288223502930407,-3.10514,8.718723240349401,-23.6192,9.018324999999999,-20.078375,7.663175000000001,2003.0,9.0
-20.5895,10.8439,-2.3752384378021976,-1.73368,4.896649124531196,-13.28405,5.061787499999999,-10.954025,4.222525,2003.0,10.0
-19.9244,10.4571,-2.2924709745421277,-1.6552799999999999,4.735166351829738,-12.865025,4.9034125,-10.593900000000001,4.08465,2003.0,11.0
-18.8733,9.8622,-2.163369100366298,-1.5603799999999999,4.479143127567678,-12.19705,4.649225,-10.02475,3.8689525,2003.0,12.0
-21.1024,11.0796,-2.4423764666666665,-1.781995,5.046810329970335,-13.610775,5.2038125,-11.2311,4.323475,2003.0,13.0
-31.274,16.7647,-3.7504964990842464,-2.679265,7.678868846956062,-20.8053,7.83795,-17.57045,6.6937,2003.0,14.0
-39.712,21.5273,-4.862266263003661,-3.38328,9.916714633617133,-26.86665,10.066975,-22.7908,8.76115,2003.0,15.0
-37.886,20.4517,-4.619487416410259,-3.2123749999999998,9.440954173073642,-25.611887499999998,9.57215,-21.668225,8.3461,2003.0,16.0
-41.8935,22.7353,-5.168319622893772,-3.5454549999999996,10.547731041050554,-28.673875000000002,10.6842375,-24.262075,9.310175000000001,2003.0,17.0
-37.8155,20.3735,-4.622561786630033,-3.190445,9.463063340157975,-25.64235,9.5885125,-21.706075,8.384125000000001,2003.0,18.0
-28.3659,15.0234,-3.383108429999997,-2.3293850000000003,6.975551622842442,-18.7379,7.141249999999999,-15.7279,6.1433,2003.0,19.0
-22.0089,11.4719,-2.566482225091573,-1.80094,5.332906424276909,-14.2241125,5.5646,-11.773375,4.630375,2003.0,20.0
-19.497700000000002,10.0814,-2.252461305128202,-1.58574,4.700036186553107,-12.610075,4.960649999999999,-10.401575,4.08065,2003.0,21.0
-14.5688,7.4013,-1.644621750934065,-1.14577,3.4634025334404948,-9.431475,3.71945,-7.789825,3.02568,2003.0,22.0
-15.5797,7.9371,-1.7706167020146535,-1.26431,3.724186459181129,-10.10685,4.014575,-8.40345,3.24626,2003.0,23.0
-19.1332,9.8395,-2.210428446153846,-1.5413000000000001,4.628919578155554,-12.400125,4.9672,-10.247775,4.032625,2003.0,24.0
-17.5287,8.969,-2.0149836868131863,-1.38143,4.232599097753259,-11.3796375,4.557825,-9.427275,3.6986425,2003.0,25.0
-22.5281,11.6783,-2.6502723054029285,-1.83798,5.53279127392201,-14.675225000000001,5.830425,-12.221375,4.90501,2003.0,26.0
-31.7023,16.6969,-3.832558985347986,-2.663945,7.952523074387927,-21.57325,8.1634125,-18.058,7.087225,2003.0,27.0
-19.6696,10.0754,-2.2835641813186798,-1.5516,4.798143252153383,-12.774225000000001,5.091125,-10.592975000000001,4.20095,2003.0,28.0
-35.3185,18.752,-4.356619747307691,-2.95675,9.020144535699055,-24.351775,9.0825,-20.640325,7.977575,2003.0,29.0
-44.995,24.0587,-5.627856010256412,-3.74675,11.63026081146044,-31.457625,11.613175,-26.870275,10.262,2003.0,30.0
-48.0,25.7128,-6.041872045274728,-4.0068,12.48323704594593,-33.842,12.4307125,-28.946875,10.978225,2003.0,31.0
-36.0935,19.0066,-4.427535603663005,-3.00014,9.207083005166599,-24.9549125,9.40855,-20.95785,8.146475,2003.0,32.0
-37.344,19.6848,-4.602007781868129,-3.08453,9.57168386096013,-25.9058,9.7703375,-21.8523,8.45135,2003.0,33.0
-31.935,16.6617,-3.8816014657509137,-2.65699,8.108183990896801,-21.8291875,8.4020125,-18.3351,7.1685,2003.0,34.0
-38.798,20.4644,-4.813015082051282,-3.17038,10.021794124071912,-26.979387499999998,10.1874125,-22.960075,8.899650000000001,2003.0,35.0
-36.41,19.0838,-4.483509699139197,-2.95662,9.360254053155417,-25.26295,9.6016625,-21.320574999999998,8.2209,2003.0,36.0
-45.2615,23.9832,-5.6932441981685,-3.6607000000000003,11.849001655946175,-31.89275,11.8601875,-27.3782,10.459975,2003.0,37.0
-50.9835,27.1892,-6.504948415641024,-4.151945,13.518963778277772,-36.542525,13.330525,-31.24015,11.812325000000001,2003.0,38.0
-23.8386,12.1652,-2.835420913498171,-1.89262,5.992965969922244,-15.8017625,6.4086125,-13.405050000000001,5.267525,2003.0,39.0
-26.966,13.8281,-3.2420529864468883,-2.120545,6.8408416076054355,-18.1631125,7.2306,-15.393225,5.98545,2003.0,40.0
-34.5287,17.9545,-4.257697800531137,-2.7047350000000003,8.941279136802933,-23.96105,9.1781875,-20.353324999999998,7.9233,2003.0,41.0
-26.0169,13.2962,-3.1288168206410236,-2.0019400000000003,6.618407692882513,-17.51915,7.0019,-14.90355,5.770225,2003.0,42.0
-37.417,19.4695,-4.648724593589741,-2.918545,9.768796021687725,-26.177875,9.9356375,-22.3228,8.666875000000001,2003.0,43.0
-35.567,18.4155,-4.3949603131868145,-2.7535350000000003,9.256690963729358,-24.723824999999998,9.474287499999999,-21.0275,8.232575,2003.0,44.0
-24.0687,12.1871,-2.876896618315018,-1.8140399999999999,6.117312105588505,-16.1165875,6.517787500000001,-13.74915,5.40445,2003.0,45.0
-27.9762,14.2681,-3.392574178021978,-2.11663,7.195464303706138,-19.0037375,7.5347124999999995,-16.290924999999998,6.278325,2003.0,46.0
-39.322,20.3901,-4.914348506776558,-3.0665,10.364260219192339,-27.672562499999998,10.4616875,-23.757625,9.105875,2003.0,47.0
-35.1105,18.0676,-4.345765373260074,-2.70165,9.194421564606742,-24.4234,9.3901625,-20.79065,8.1247,2003.0,48.0
-42.6405,22.1696,-5.385990172069601,-3.287925,11.36324167486472,-30.2085125,11.32055,-26.137625,9.867125,2003.0,49.0
-29.7956,15.161200000000001,-3.6422679204212463,-2.2213950000000002,7.746953784431213,-20.407249999999998,8.004675,-17.56495,6.938750000000001,2003.0,50.0
-16.506899999999998,8.1175,-1.918021150238098,-1.21597,4.144487703779691,-10.925762500000001,4.386,-9.466775,3.6375,2003.0,51.0
-15.891,7.7898000000000005,-1.8427626297985369,-1.1672150000000001,3.990415571002027,-10.528224999999999,4.2187624999999995,-9.116624999999999,3.4976000000000003,2003.0,52.0
-19.9434,9.8872,-2.3585657919413934,-1.480845,5.08305344935123,-13.334599999999998,5.3600625,-11.576575,4.49,2003.0,53.0
-17.2468,8.4697,-2.0157669967765557,-1.26912,4.366049106887259,-11.4262375,4.6060625,-10.005725,3.831595,2003.0,54.0
-20.5083,10.1674,-2.438956804578757,-1.5082,5.26236290446485,-13.8079625,5.5255,-11.9682,4.6857999999999995,2003.0,55.0
-33.1555,16.8233,-4.103621045970694,-2.4836799999999997,8.774915640936825,-23.021662499999998,8.81605,-19.786974999999998,7.757325,2003.0,56.0
-41.9505,21.5361,-5.311366066245414,-3.2870999999999997,11.318049665696076,-29.891437500000002,11.368275,-25.80115,9.755575,2003.0,57.0
-37.115,18.8983,-4.649486935531135,-2.853745,9.937898962261123,-26.1098375,9.9345625,-22.50085,8.6743,2003.0,58.0
-35.0791,17.8094,-4.38577286347985,-2.69076,9.391198322648656,-24.6119,9.413675,-21.264525,8.259974999999999,2003.0,59.0
-17.2217,8.3906,-2.021680886080588,-1.243935,4.406811467604518,-11.4814,4.693175,-10.095875,3.956685,2003.0,60.0
-19.4803,9.539,-2.3117695265018265,-1.40557,5.028712173693948,-13.1581125,5.3133625,-11.553374999999999,4.493675,2003.0,61.0
-22.607,11.14,-2.7156755025641024,-1.6549399999999999,5.895463133464709,-15.336662500000001,6.153175,-13.427575000000001,5.318575,2003.0,62.0
-19.2552,9.398,-2.2855608716117217,-1.38218,4.985627859668515,-13.033850000000001,5.2742625,-11.456275,4.450925,2003.0,63.0
-21.195,10.4049,-2.5461644669230754,-1.5346899999999999,5.543610051781778,-14.3993625,5.79805,-12.620625,5.0074950000000005,2003.0,64.0
-17.624299999999998,8.5326,-2.0771580418315034,-1.259485,4.553653005650346,-11.878975,4.86185,-10.400275,4.0438,2003.0,65.0
-14.5761,6.9767,-1.6932834575457871,-1.03305,3.735041367125446,-9.754137499999999,4.0116125,-8.49835,3.3194749999999997,2003.0,66.0
-17.8386,8.6314,-2.112165172197801,-1.301535,4.6374868934298625,-12.0964125,4.9244375,-10.618974999999999,4.1215125,2003.0,67.0
-25.4351,12.5225,-3.103368837545787,-1.8633199999999999,6.766123456916593,-17.380537500000003,7.0367375,-15.31965,6.055975,2003.0,68.0
-31.072499999999998,15.4265,-3.8551719721611715,-2.287855,8.381211761828885,-21.5590875,8.650175,-18.95675,7.467225,2003.0,69.0
-26.5197,13.0355,-3.246035774725273,-1.95132,7.089320688869897,-18.1589,7.334675,-16.0747,6.2619,2003.0,70.0
-27.895500000000002,13.7407,-3.4358953546153845,-2.04772,7.502504612245689,-19.1753875,7.7490749999999995,-16.941125,6.608275,2003.0,71.0
-39.143,19.6179,-4.976288382051281,-2.94651,10.806848258523154,-27.942725,11.046325,-24.684874999999998,9.565774999999999,2003.0,72.0
-52.395,26.5483,-6.8305735371794825,-4.08528,14.774798657552283,-38.0111875,14.8515625,-33.984975000000006,13.012374999999999,2003.0,73.0
-82.19200000000001,41.744,-11.008744879487173,-6.4474,23.635458652340166,-60.35625,23.225175,-54.418,20.2865,2003.0,74.0
-68.712,34.759,-9.090184501465199,-5.30105,19.57275020219404,-49.870125,19.297275,-45.13875,17.041375,2003.0,75.0
-73.396,37.0895,-9.75007289908425,-5.7052,21.000253960989813,-53.548,20.654,-48.701,18.174950000000003,2003.0,76.0
-107.902,54.617,-14.66055067948718,-8.9069,31.45556353261933,-80.429375,30.6775125,-72.5635,26.255375,2003.0,77.0
-103.227,52.108,-14.013651223443217,-8.4558,29.97911822913361,-76.812625,29.24465,-69.6965,25.076025,2003.0,78.0
-109.402,55.1635,-14.924472186813178,-9.0353,31.896378075263137,-81.52025,31.2095375,-73.5605,26.6004,2003.0,79.0
-92.806,46.635,-12.591045741758247,-7.61375,26.926337425382783,-68.800625,26.1829375,-62.162625,22.655075,2003.0,80.0
-120.68599999999999,60.677,-16.618708981684964,-10.0497,35.485610363925424,-91.70125,34.677387499999995,-83.04275,29.5494,2003.0,81.0
-95.822,47.981,-12.967777238095238,-7.7745999999999995,27.81884583319646,-71.159125,27.12075,-64.37575,23.319125,2003.0,82.0
-81.152,40.4965,-10.942522653846153,-6.6149000000000004,23.421582127080562,-60.325,22.639075,-54.22075,19.87075,2003.0,83.0
-81.816,40.741,-11.06178073076922,-6.67345,23.65693720385926,-60.7791875,22.8113125,-54.6385,20.0975,2003.0,84.0
-86.133,42.824,-11.729762347069592,-7.0641,24.97483720894455,-63.930875,24.114725,-57.551,21.125799999999998,2003.0,85.0
-68.57900000000001,33.8465,-9.24922090641026,-5.590949999999999,19.6595841810484,-50.4853125,19.07825,-45.08925,17.020175,2003.0,86.0
-59.557,29.246199999999998,-8.023321607161172,-4.99625,16.994612223990586,-43.4815,16.489925,-39.064875,14.8964,2003.0,87.0
-83.188,41.044,-11.436851111721607,-7.1281,24.16422941160088,-61.74125,23.3277375,-56.181,20.3768,2003.0,88.0
-70.887,34.773,-9.609856582234432,-5.8492,20.390091679449345,-52.240625,19.7407,-47.151624999999996,17.5015,2003.0,89.0
-85.333,41.887,-11.721408975091576,-7.0588,24.670552044342053,-63.294624999999996,23.953625,-56.986000000000004,20.8795,2003.0,90.0
-51.2575,23.4731,-6.540534639175817,-4.0937,13.70403723618526,-34.8799375,13.5973125,-31.780549999999998,12.1156,2003.0,91.0
-50.2975,21.5676,-6.095034453846152,-3.797065,12.68346858672911,-32.2874375,12.544649999999999,-29.099625,11.170825,2003.0,92.0
-47.313,19.9554,-5.74671908571429,-3.57395,11.720112089009131,-30.1125625,11.589,-27.00485,10.213975,2003.0,93.0
-50.0355,19.886499999999998,-5.7908261148351645,-3.5551000000000004,11.772197098006478,-30.059937499999997,11.5729,-27.092125,9.987575,2003.0,94.0
-55.86,21.7777,-6.5617019963369945,-4.036815,13.173618368191086,-33.44725,12.778212499999999,-29.950525,10.9997,2003.0,95.0
-65.768,26.8603,-8.117131697802192,-4.8584,16.264905866706304,-41.617374999999996,15.639475,-37.135374999999996,13.730450000000001,2003.0,96.0
-84.443,33.886,-10.375577722893771,-6.2968,20.722822735274278,-52.965625,19.6279375,-47.1445,17.002950000000002,2003.0,97.0
-131.493,52.628,-16.381737985347982,-10.13645,32.602876683560865,-82.536625,30.7127,-76.65525,26.207075,2003.0,98.0
-183.391,70.639,-22.46239073260074,-13.9539,44.39922973582492,-116.04575,41.222625,-105.33250000000001,35.894025,2003.0,99.0
-170.074,65.44800000000001,-21.16998534249084,-13.1913,41.365985728469624,-114.510125,38.272062500000004,-97.1815,32.8576,2003.0,100.0
-157.351,60.068,-19.758188597069594,-12.468900000000001,38.1563632769668,-104.580125,35.1361,-89.06675,29.9589,2003.0,101.0
-126.42699999999999,48.265,-16.203529344322344,-9.934000000000001,30.73857523375067,-82.165375,28.1665,-70.745,23.957625,2003.0,102.0
-92.126,40.0195,-12.461227835164832,-7.5976,24.511788014724576,-63.3619375,23.1371375,-56.84075,19.78,2003.0,103.0
-105.762,43.1,-14.033965951465195,-8.63925,26.828789688164097,-72.707125,24.8582,-62.37125,21.1783,2003.0,104.0
-113.231,45.8485,-15.060893855311337,-9.440650000000002,28.65011354966998,-78.01675,26.3586,-66.832125,22.698325,2003.0,105.0
-84.296,34.281,-11.341678972527465,-7.5088,21.26172784101785,-56.884125,20.031512499999998,-48.647625,16.81415,2003.0,106.0
-126.265,44.457,-16.581069895604408,-12.115300000000001,29.336524260115226,-82.132875,25.779249999999998,-68.8845,21.9379,2003.0,107.0
-207.267,71.9145,-27.108745690476184,-19.85215,48.08977259335132,-132.47674999999998,40.264362500000004,-112.876,36.406850000000006,2003.0,108.0
-249.898,87.95,-32.7670816300366,-23.611600000000003,58.166910436558034,-162.29575,48.4800625,-140.4105,44.842875,2003.0,109.0
-256.455,68.85,-34.385045533516475,-24.83835,58.81792374606824,-163.1805,47.9844375,-139.83175,44.185249999999996,2003.0,110.0
-272.586,73.226,-36.59929169908425,-26.5545,62.630663600728816,-174.270125,51.25425,-150.67825,47.625375,2003.0,111.0
-293.025,78.155,-39.38967449267399,-29.58165,67.33277209725973,-188.63475,55.172,-163.6875,51.69925,2003.0,112.0
-324.116,84.998,-43.82248085347983,-33.34345,74.46092330720641,-208.26024999999998,61.03225,-181.72325,56.990125,2003.0,113.0
-265.063,68.518,-37.26048261296707,-29.9511,60.868196050890326,-170.902875,48.893187499999996,-145.3015,43.9815,2003.0,114.0
-245.92499999999998,62.822,-35.39442917765567,-30.10465,56.6639389204795,-159.05875,44.9016875,-133.82999999999998,40.3865,2003.0,115.0
-189.091,50.038,-28.020813203296708,-23.99125,44.25239400315512,-126.231,35.870374999999996,-104.15475,31.568375,2003.0,116.0
-182.638,39.199,-26.01435333882782,-20.96385,38.20296851879899,-110.62287500000001,28.0699375,-92.737425,24.443224999999998,2003.0,117.0
-172.867,33.7219,-25.007799612454207,-19.2709,35.58120174752841,-109.5809625,23.7502375,-88.3115,20.557575,2003.0,118.0
-227.314,46.723,-33.95221355421244,-26.616025999999998,47.849133048271476,-144.728,32.390925,-119.78852499999999,28.5204,2003.0,119.0
-261.014,58.819,-40.5156710970696,-32.98325,57.238578081867054,-163.58325,40.9065,-142.423,36.707825,2003.0,120.0
-258.026,54.887,-40.38222618681324,-33.1593,55.62730232537191,-158.98329999999999,38.427125000000004,-139.64575,34.373925,2003.0,121.0
-307.656,69.988,-49.77349360989013,-40.43775,68.54823691036361,-196.628375,49.479124999999996,-173.6134,44.004875,2003.0,122.0
-264.115,52.432,-43.32950795604399,-35.038250000000005,56.298746968352276,-170.8305375,37.090925,-142.63709999999998,32.451674999999994,2003.0,123.0
-190.522,33.319,-32.14376643461539,-25.494095,39.11665426802898,-123.29899999999999,23.377025,-98.32155,19.818075,2003.0,124.0
-289.711,61.5905,-51.10375389441392,-43.4444525,63.62453240699327,-177.58175,43.8249875,-161.787925,38.412275,2003.0,125.0
-358.539,74.37,-64.7242136163003,-53.9765,78.87680574812713,-220.7525,53.962125,-204.42075,46.834875,2003.0,126.0
-182.351,41.603,-33.48110078413922,-28.083275,42.92610737199799,-128.99925000000002,31.7903125,-111.16425,26.693949999999997,2003.0,127.0
-238.276,41.7855,-45.89050499267399,-39.33625,50.97661477660958,-154.72175000000001,30.512625,-138.26675,25.428925,2003.0,128.0
-232.394,33.788000000000004,-45.14760616098895,-36.66905,48.4476705202754,-156.6788125,24.215062500000002,-130.309825,20.376925,2003.0,129.0
-274.609,39.2124,-55.265036126007345,-46.12345,57.16203453544803,-185.31506249999998,27.8259875,-155.723,23.451925,2003.0,130.0
-340.147,57.0475,-71.56768510622706,-61.60025,73.62682832919918,-229.45612500000001,40.654375,-202.663,32.29322500000001,2003.0,131.0
-393.61,70.642,-83.5712283095239,-74.5992,85.46690214812459,-258.715125,49.1241875,-238.27925,37.866,2003.0,132.0
-402.765,80.75,-87.59225411904774,-77.77385000000001,90.70136743216636,-286.9375,54.3636875,-248.311,41.459450000000004,2003.0,133.0
-422.624,81.796,-93.27598667948723,-82.7115,93.83887226071231,-297.530875,55.121125000000006,-262.2985,42.004625,2003.0,134.0
-407.775,73.886,-91.68870428021975,-80.50775,93.09707463353365,-303.182375,56.353750000000005,-260.007,42.86775,2003.0,135.0
-253.551,43.63,-59.85573475274729,-54.881993,56.18468050460017,-181.216625,30.4811125,-160.26000000000002,21.71895,2003.0,136.0
-286.70099999999996,36.022,-72.72912181941395,-67.25725,62.626993057650346,-202.800375,24.9441375,-183.2569,18.071925,2003.0,137.0
-188.671,22.6665,-50.51867849450553,-47.0184,41.56657599652087,-133.96525,15.4420125,-124.5099,11.3025,2003.0,138.0
-304.082,35.9345,-79.70731058351652,-72.96145,65.66301758308738,-214.6480125,24.827725,-196.351,16.83385,2003.0,139.0
-338.618,50.2815,-89.5172023021978,-83.4348,74.25188223212186,-251.767625,34.7099125,-218.73725000000002,22.542225000000002,2003.0,140.0
-358.229,56.234,-95.52294830128191,-88.64817,79.38279555739061,-271.096,36.209,-233.54575,24.217225,2003.0,141.0
-407.467,63.944,-108.78918267216106,-100.753265,90.72132952586017,-311.33675,41.052875,-264.5295,26.95015,2003.0,142.0
-456.276,71.077,-125.54319514652018,-117.2137,102.43182593206106,-354.32575,44.69425,-303.77175,29.240425000000002,2003.0,143.0
-477.404,75.353,-133.94251156538468,-125.75704999999999,108.89014966034935,-377.476,47.1485,-320.90175,31.6582,2003.0,144.0
-520.9549999999999,88.003,-141.64446947631862,-125.950995,119.64927495662845,-410.452,52.9135,-349.39875,30.3565,2003.0,145.0
-433.158,75.405,-115.44415400886443,-102.79575,99.3823846416188,-331.66525,45.726625000000006,-294.67949999999996,27.1565375,2003.0,146.0
-464.324,74.747,-134.55734250183158,-123.35045,105.08177134308647,-366.61225,41.400687500000004,-313.71175,24.851725000000002,2003.0,147.0
-516.626,86.479,-150.1672186355312,-138.23175,118.81771254497397,-405.567625,47.31075,-361.925,29.01355,2003.0,148.0
-271.246,54.685,-63.052610833333304,-50.14275,65.90636049892093,-209.253,33.6918375,-189.42825,25.0175975,2003.0,149.0
-375.307,50.665,-123.69137504148348,-121.77594,82.39991281198616,-295.590125,26.30055,-266.06374999999997,12.165725,2003.0,150.0
-441.572,66.412,-143.15690077655665,-136.767,98.70136791302626,-354.599125,33.4472,-316.311,15.718900000000001,2003.0,151.0
-463.253,75.009,-147.67235707692328,-137.94615,104.55611407377717,-373.139,32.470875,-335.118,12.6015525,2003.0,152.0
-359.133,64.182,-107.2717733339927,-95.28715,82.6312169060207,-285.03337500000004,27.995375,-260.92199999999997,15.003627999999999,2003.0,153.0
-348.276,47.4445,-123.674502849359,-121.85905,75.62818047141634,-279.58750000000003,19.4881125,-257.1425,-0.4163024999999996,2003.0,154.0
-418.811,59.063,-145.33677064468858,-140.1433,90.92870351405867,-336.29125,23.5965125,-304.62675,-1.8782275,2003.0,155.0
-408.939,54.527,-147.56184169413925,-144.281,88.52236231293058,-330.003625,21.2255,-301.84325,-3.3119500000000004,2003.0,156.0
-243.123,37.907,-84.54389802014661,-79.4415,53.02539197677932,-195.9765,11.0598375,-179.56824999999998,-2.2897250000000002,2003.0,157.0
-311.85,43.341,-116.25196491639188,-114.32554999999999,66.9475091841992,-253.349625,10.9313125,-234.6015,-7.472849999999999,2003.0,158.0
-289.843,47.5105,-100.19918075457886,-94.35149999999999,63.89960985433712,-235.391,11.56585,-215.3745,-5.12495,2003.0,159.0
-351.283,40.595,-132.7441409835165,-128.55872,74.54137174587636,-285.92825,4.5423375,-264.03425,-14.005775,2003.0,160.0
-412.087,51.483,-150.81604904395599,-142.011845,88.066014426276,-334.822,7.1146375,-306.13124999999997,-14.67885,2003.0,161.0
-403.715,54.86,-142.72571072161173,-133.78990499999998,87.77729499652698,-329.679875,-1.92650875,-301.7895,-13.3815525,2003.0,162.0
-466.801,60.045,-171.9010255695971,-161.541,99.69108772798467,-382.279375,-6.678875,-348.9635,-22.0633,2003.0,163.0
-544.92,77.838,-197.80044756520152,-184.738,122.34842076994552,-458.65637499999997,-6.2347874999999995,-429.471,-26.6771325,2003.0,164.0
-549.59,80.803,-186.6389517069597,-171.26265,122.1916212358597,-442.213,1.6053000000000002,-421.219,-20.21065,2003.0,165.0
-532.838,68.993,-206.91693840567774,-197.61673,114.6340576715932,-449.25149999999996,-12.486887500000002,-418.62675,-38.819374999999994,2003.0,166.0
-488.27599999999995,63.491,-185.05141914926742,-175.31986,102.96957290301954,-404.44525,-14.154454999999999,-375.15825,-36.8249,2003.0,167.0
-538.27,68.354,-212.1219731888276,-203.655,113.89826255874884,-452.554,-19.7334625,-422.73325,-45.762875,2003.0,168.0
-582.965,83.792,-214.5976548998169,-200.449,128.9903223709403,-488.17725,-12.820825,-456.88125,-38.105000000000004,2003.0,169.0
-570.713,85.213,-195.92894428278385,-180.56545,126.63800579206867,-465.583625,-5.035825,-439.0965,-21.747995000000003,2003.0,170.0
-387.348,57.409,-137.08112834532974,-123.936635,85.023640071871,-318.6835,-4.959625,-295.47225,-23.1433975,2003.0,171.0
-398.163,49.391999999999996,-144.93429028598908,-133.87045,85.61715458172662,-327.970625,-8.93111125,-303.82475,-28.636675,2003.0,172.0
-313.757,32.4475,-127.64488774194128,-123.074175,62.95555995864061,-259.069375,-15.327425,-242.52675,-34.682875,2003.0,173.0
-304.086,26.1459,-135.2452469652015,-135.162,58.60815432856813,-256.034125,-17.177725,-239.42375,-44.842225,2003.0,174.0
-406.769,33.555,-182.30554583699632,-182.58435,78.56894642229976,-343.14125,-19.25595,-318.4405,-57.789775000000006,2003.0,175.0
-462.936,45.025,-196.46952710677664,-192.66575,90.82293589028488,-387.7975,-21.145725,-356.39074999999997,-55.65725,2003.0,176.0
-483.053,50.0675,-201.86533520659344,-196.525475,95.93019928381464,-402.863625,-23.5087625,-373.677,-54.779875,2003.0,177.0
-469.575,46.288,-202.1857744047618,-198.37715,91.80939106887874,-392.72925000000004,-31.3414,-367.02375,-62.171925,2003.0,178.0
-478.083,49.299,-202.28672894230758,-196.3750405,94.2659182852085,-400.073375,-33.54905,-370.49675,-59.900324999999995,2003.0,179.0
-528.5409999999999,64.2755,-204.90204215274736,-190.62954,111.05041258093796,-443.24512500000003,-23.0962875,-414.34900000000005,-47.3701,2003.0,180.0
-533.495,55.922,-224.10234688333338,-216.53867000000002,105.58148443472994,-446.8645,-35.16665,-414.613,-64.64925000000001,2003.0,181.0
-526.594,55.596000000000004,-221.71371391666668,-214.26165,104.63470801021712,-442.265875,-35.3986,-412.853,-65.28144999999999,2003.0,182.0
-436.643,47.01,-179.46060661849802,-169.23244,87.41122507870816,-362.16837499999997,-26.91705,-340.59975,-48.085784999999994,2003.0,183.0
